seed,gamma,low,high,severity,method,tracking,steering_rms,peak_steering_rate,feasible,worst_family,rho
22,0.0,18,22,moderate,M2,0.029044211862376802,0.7704493877627008,1.913546687545133,1.0,0.029642531430757898,0.9495986090202596
22,0.0,18,22,moderate,M3,0.028614019842139262,0.7703493179439497,1.915835715109788,1.0,0.02903262080097019,0.950897353805929
22,0.0,18,22,moderate,M4,0.028601420416156913,0.7703493903515984,1.916071767027398,1.0,0.02913026829404009,0.9508377247585872
22,0.0,18,22,near_linear,M1,0.013975621174749686,0.38347051266536913,0.9581832073829404,1.0,0.014223339028292108,0.949676035308301
22,0.0,18,22,near_linear,M2,0.01396976143799245,0.38347054322579033,0.9582899941434296,1.0,0.0142596463226834,0.9495986090202596
22,0.0,18,22,near_linear,M3,0.013752241500009527,0.38342226503699417,0.9594416470984656,1.0,0.013955908766571157,0.950897353805929
22,0.0,18,22,near_linear,M4,0.013745956300686885,0.383422298738425,0.9595524861525072,1.0,0.014001192668377106,0.9508377247585872
22,0.0,18,22,strong,M1,0.047123512777846016,1.1648777064776383,2.850153473068389,1.0,0.047920720307176166,0.949676035308301
22,0.0,18,22,strong,M2,0.047105898576499,1.1648778235384833,2.849544799609116,1.0,0.04806281318268281,0.9495986090202596
22,0.0,18,22,strong,M3,0.046461632272322834,1.1647180186949957,2.8539973549248945,1.0,0.04712718798275404,0.950897353805929
22,0.0,18,22,strong,M4,0.04644285410850399,1.1647181464105687,2.8533881449022296,1.0,0.04729609728942664,0.9508377247585872
22,0.5,10,30,moderate,M1,0.038003981735811564,0.7887504517387873,2.1841320396575226,1.0,0.04353543893180189,0.9628115940480182
22,0.5,10,30,moderate,M2,0.03679071876239736,0.7887519576222867,2.187622893712609,1.0,0.03719657802794336,0.9641131647186696
22,0.5,10,30,moderate,M3,0.02930150520678626,0.7884411631407444,2.1943618794313644,1.0,0.03353481135527198,0.9650047189893806
22,0.5,10,30,moderate,M4,0.027471661707759838,0.788453143278366,2.198009452966598,1.0,0.028418727731957506,0.9660189917506916
22,0.5,10,30,near_linear,M1,0.01845652586763349,0.3920535761224134,1.0906347571398851,1.0,0.02109329534370179,0.9628115940480182
22,0.5,10,30,near_linear,M2,0.01788216689755988,0.39205422247776694,1.092405791213521,1.0,0.01807187919538344,0.9641131647186696
22,0.5,10,30,near_linear,M3,0.014040354882854881,0.3919152607093269,1.0957906676350269,1.0,0.016068229950899668,0.9650047189893806
22,0.5,10,30,near_linear,M4,0.013147869402782302,0.39192061901801883,1.0976286018360328,1.0,0.013621232974853096,0.9660189917506916
22,0.5,10,30,strong,M1,0.061059816500437215,1.195126937146761,3.2824748612688444,1.0,0.07015950768291937,0.9628115940480182
22,0.5,10,30,strong,M2,0.0590951257382275,1.1951330020031046,3.2876854910517395,1.0,0.059899567208159324,0.9641131647186696
22,0.5,10,30,strong,M3,0.04826710555533265,1.194574535859007,3.297757056562129,1.0,0.05527624635709435,0.9650047189893806
22,0.5,10,30,strong,M4,0.045479722949363574,1.1945992483500738,3.3031164681992173,1.0,0.04690142439344711,0.9660189917506916
22,0.5,15,25,moderate,M1,0.032424160635381234,0.7868615669647563,2.0402014961744657,1.0,0.037088389195049684,0.9557466032930126
22,0.5,15,25,moderate,M2,0.031064618968602555,0.7868818853860824,2.0478140116633337,1.0,0.03205194433886178,0.9574533399904278
22,0.5,15,25,moderate,M3,0.03011392233561701,0.7866413766479938,2.0463095229422503,1.0,0.033754995380214724,0.957683616390154
22,0.5,15,25,moderate,M4,0.028523460522385486,0.7866667869506394,2.0548211856971155,1.0,0.029538911465627673,0.9590701476637032
22,0.5,15,25,near_linear,M1,0.015640922693427994,0.391369100541092,1.0178360649964822,1.0,0.01787573336357223,0.9557466032930126
22,0.5,15,25,near_linear,M2,0.014978391169947012,0.3913787751144654,1.021541310043561,1.0,0.01544907089380217,0.9574533399904278
22,0.5,15,25,near_linear,M3,0.014464821506743768,0.39126498238679136,1.020825494256153,1.0,0.016199752958313954,0.957683616390154
22,0.5,15,25,near_linear,M4,0.013681181710571266,0.3912770457213077,1.0249897665752037,1.0,0.014179167633014054,0.9590701476637032
22,0.5,15,25,strong,M1,0.05240888123975295,1.1911101221582763,3.056569642715755,1.0,0.06002898434433154,0.9557466032930126
22,0.5,15,25,strong,M2,0.050305166681869816,1.1911451500133396,3.0686745779363123,1.0,0.05191596349551047,0.9574533399904278
22,0.5,15,25,strong,M3,0.0490128482754878,1.1907465715866186,3.065907468284912,1.0,0.05505882069927597,0.957683616390154
22,0.5,15,25,strong,M4,0.04659875864627949,1.1907901201990456,3.0791906935199287,1.0,0.04818287553471352,0.9590701476637032
22,0.5,18,22,moderate,M1,0.030897512737365743,0.791364988620335,2.046032283108125,1.0,0.03483453005179826,0.9501662559090118
22,0.5,18,22,moderate,M2,0.02948317091729789,0.7913955411589526,2.0544900608131016,1.0,0.030626167254476467,0.952472071902232
22,0.5,18,22,moderate,M3,0.0305175867623612,0.7912597479431582,2.0486769978649386,1.0,0.033921574420151056,0.9514804301695642
22,0.5,18,22,moderate,M4,0.02904947168122509,0.791292295981121,2.05746147646712,1.0,0.03012257720343557,0.953472866519564
22,0.5,18,22,near_linear,M1,0.01488043618450102,0.3937491301937438,1.0213853295808388,1.0,0.016765093525505148,0.9501662559090118
22,0.5,18,22,near_linear,M2,0.0141828438482384,0.39376377207970664,1.0253874158028191,1.0,0.014738391253004033,0.952472071902232
